#stake     ar       d1       d2       d3      x      y    h   dw rhow   imw   ds rhos   ims  nswe bw_str bs_str ba_str bw_fld bs_fld ba_fld
Bor      2004 20030928 20040606 20040928 580191 435914 1432  5.33 551    NA  2.13 600    NA   .11   2.94  -1.66   1.28   2.83  -1.55   1.28
Borth    2004       NA 20040428 20040928 581002 436353 1434  3.70 551    NA   .53 600    NA   .09   2.04  -1.72    .32   2.04  -1.63    .41
Br0      2004 20031018 20040426 20041024 630829 400646   97    NA  NA  3.30    NA  NA  8.25   .00  -3.30  -8.25 -11.55  -3.30  -8.25 -11.55
Br1      2004 20031018 20040426 20041024 630426 401658  188    NA  NA  2.27    NA  NA  7.63   .00  -2.27  -7.63  -9.90  -2.27  -7.63  -9.90
Br2      2004 20031018 20040426 20041024 628343 403494  305    NA  NA  1.40    NA  NA  5.66   .00  -1.40  -5.66  -7.06  -1.40  -5.66  -7.06
Br3      2004 20031018 20040426 20041026 626712 407403  449    NA  NA   .75    NA  NA  5.68   .00   -.75  -5.68  -6.43   -.80  -5.68  -6.48
Br4      2004       NA 20040426 20040826 629475 414476  644    NA  NA    NA    NA  NA  4.14   .00    .00  -4.14  -4.14    .00  -4.14  -4.14
Br7      2004 20030924 20040430 20040927 631181 432431 1250  4.47 474    NA  1.04 600    NA   .14   2.12  -1.50    .63   2.09  -1.36    .73
Bru      2004 20030929 20040429 20040927 646930 468264  818  2.86 558    NA    NA  NA  4.87   .00   1.60  -5.01  -4.87   1.60  -5.01  -4.87
BrWF2    2004       NA 20040426       NA 630792 421050  840  1.65 500    NA    NA  NA    NA    NA    .82     NA     NA    .82     NA     NA
Bud      2004 20030929 20040429 20040927 643666 458794 1135  2.86 558    NA    NA  NA  1.21   .05   1.60  -2.80  -1.21   1.53  -2.75  -1.22
D12      2004 20030928 20040501 20040927 596102 443864 1647  4.50 480    NA  2.09 600    NA   .24   2.16   -.91   1.25   2.03   -.67   1.36
E01      2004 20030930 20040429 20040927 664210 470123  725   .15 600    NA    NA  NA  4.92   .00    .09  -5.01  -4.92    .09  -5.01  -4.92
E02      2004 20030930 20040429 20040927 662397 465593  962  1.10 550    NA    NA  NA  3.73   .00    .83  -4.56  -3.73    .77  -4.56  -3.79
E03      2004 20030929 20040429 20040927 661922 460907 1194  4.40 499    NA   .49 600    NA   .09   2.19  -1.90    .30   2.11  -1.80    .31
E04      2004 20030929 20040429 20040927 662036 457773 1291  4.77 531    NA  1.72 600    NA   .15   2.53  -1.50   1.03   2.52  -1.35   1.16
G04      2004 20030926 20040609 20040928 584083 445432 1683  4.40 556    NA  2.67 600    NA   .14   2.45   -.85   1.60   2.28   -.71   1.58
Gjal01   2004 20030926 20040610 20040928 581529 449088 1676    NA  NA    NA    NA  NA    NA   .13     NA   -.97     NA     NA   -.85     NA
Gjal02   2004 20030926 20040610 20040928 580819 449063 1689    NA  NA    NA    NA  NA    NA   .14     NA   -.91     NA     NA   -.77     NA
Gjal03   2004 20030926 20040606 20040928 579985 449098 1690    NA  NA    NA    NA  NA    NA   .16     NA   -.92     NA     NA   -.76     NA
Gjal04   2004 20030926 20040610 20040928 579194 449057 1679    NA  NA    NA    NA  NA    NA   .19     NA   -.93     NA     NA   -.74     NA
Gjal06   2004 20030926 20040610 20040928 577846 448900 1671    NA  NA    NA    NA  NA    NA   .13     NA   -.65     NA     NA   -.52     NA
Gjal07   2004 20030926 20040606 20040928 576783 448954 1695    NA  NA    NA    NA  NA    NA   .20     NA   -.78     NA     NA   -.58     NA
Gjal08   2004 20030926 20040610 20040928 575878 448989 1704    NA  NA    NA    NA  NA    NA   .16     NA   -.71     NA     NA   -.55     NA
Gjal09   2004 20030926 20040608 20040928 575060 448966 1713    NA  NA    NA    NA  NA    NA   .16     NA   -.68     NA     NA   -.52     NA
Gjal10   2004 20030926 20040608 20040928 574346 448874 1719    NA  NA    NA    NA  NA    NA   .16     NA   -.69     NA     NA   -.52     NA
Gjal11   2004 20030926 20040608 20040928 573560 448852 1720    NA  NA    NA    NA  NA    NA   .24     NA   -.73     NA     NA   -.49     NA
Gjal13   2004 20030926 20040608 20040928 571983 448796 1715    NA  NA    NA    NA  NA    NA   .17     NA   -.72     NA     NA   -.54     NA
Gjal14   2004 20030926 20040606 20040928 576039 447108 1693    NA  NA    NA    NA  NA    NA   .16     NA   -.75     NA     NA   -.60     NA
Gjal15   2004 20030926 20040610 20040928 576088 445142 1685    NA  NA    NA    NA  NA    NA   .17     NA   -.78     NA     NA   -.61     NA
Gjal16   2004 20030926 20040606 20040928 579637 447253 1677    NA  NA    NA    NA  NA    NA   .15     NA   -.83     NA     NA   -.68     NA
Gjal17   2004 20030926 20040610 20040928 578841 445327 1670    NA  NA    NA    NA  NA    NA   .14     NA   -.83     NA     NA   -.69     NA
Gjal20   2004 20030926 20040610 20040928 576065 446196 1692    NA  NA    NA    NA  NA    NA   .14     NA   -.76     NA     NA   -.62     NA
Gjal21   2004 20030926 20040606 20040928 576457 448088 1693    NA  NA    NA    NA  NA    NA   .18     NA   -.80     NA     NA   -.62     NA
Gjal22   2004 20030926 20040610 20040928 576288 449821 1707    NA  NA    NA    NA  NA    NA   .17     NA   -.75     NA     NA   -.57     NA
Gjal23   2004 20030926 20040610 20040928 577194 450157 1705    NA  NA    NA    NA  NA    NA   .16     NA   -.77     NA     NA   -.61     NA
Gjal24   2004 20030926 20040610 20040928 578195 450316 1698    NA  NA    NA    NA  NA    NA   .12     NA   -.86     NA     NA   -.74     NA
Gjal25   2004 20030926 20040606 20040928 579513 449967 1695    NA  NA    NA    NA  NA    NA   .17     NA   -.90     NA     NA   -.73     NA
Gjal26   2004 20030926 20040610 20040928 579759 448160 1681    NA  NA    NA    NA  NA    NA   .16     NA   -.94     NA     NA   -.78     NA
Gjal27   2004 20030926 20040610 20040928 579264 446047 1675    NA  NA    NA    NA  NA    NA   .15     NA   -.91     NA     NA   -.76     NA
Gjal28   2004 20030926 20040610 20040928 576250 451421 1738    NA  NA    NA    NA  NA    NA   .14     NA   -.66     NA     NA   -.52     NA
Gjal29   2004       NA 20040610 20040928 576947 445128 1671    NA  NA    NA    NA  NA    NA   .13     NA   -.81     NA     NA   -.68     NA
Gjal30   2004       NA 20040610 20040928 577771 445165 1649    NA  NA    NA    NA  NA    NA   .17     NA   -.98     NA     NA   -.81     NA
Gjal31   2004       NA 20040610 20040928 576971 446216 1675    NA  NA    NA    NA  NA    NA   .14     NA   -.89     NA     NA   -.75     NA
Gjal32   2004       NA 20040610 20040928 577092 447133 1671    NA  NA    NA    NA  NA    NA   .15     NA   -.95     NA     NA   -.81     NA
Gjal33   2004       NA 20040610 20040928 577410 447871 1671    NA  NA    NA    NA  NA    NA   .17     NA   -.82     NA     NA   -.65     NA
Gjal34   2004       NA 20040610 20040928 578697 447903 1660    NA  NA    NA    NA  NA    NA   .14     NA   -.86     NA     NA   -.72     NA
Gjal35   2004       NA 20040610 20040928 578654 447149 1649    NA  NA    NA    NA  NA    NA   .21     NA  -1.19     NA     NA   -.98     NA
Gjal36   2004       NA 20040610 20040928 578123 446013 1642    NA  NA    NA    NA  NA    NA   .14     NA  -1.16     NA     NA  -1.02     NA
Gjal37   2004       NA 20040610 20040928 577276 451447 1727    NA  NA    NA    NA  NA    NA   .20     NA     NA     NA     NA     NA     NA
Gjal38   2004       NA 20040610 20040928 575338 450597 1731    NA  NA    NA    NA  NA    NA   .16     NA   -.69     NA     NA   -.53     NA
Go1      2004 20030926 20040609 20040928 575914 452652 1753  4.74 529    NA  3.65 600    NA   .14   2.51   -.32   2.19   2.29   -.18   2.11
Haab     2004       NA 20040608 20040929 577210 428468 1725  6.74 502    NA  5.23 600    NA   .19   3.38   -.24   3.14   3.38   -.05   3.33
Hof01    2004 20030929 20040429 20040927 663348 452664 1132  4.09 581    NA   .74 600    NA   .09   2.38  -1.93    .45   2.34  -1.84    .50
Hosp     2004 20031102 20040501 20040930 669669 441172  107    NA  NA  2.00    NA  NA  7.20   .00  -2.00  -7.20  -9.20  -2.00  -7.20  -9.20
K01      2004 20030925 20040426 20040928 553404 454756  980   .74 752    NA    NA  NA  5.12   .00    .56  -5.68  -5.12    .56  -5.68  -5.12
K02      2004 20030925 20040426 20040928 555195 454319 1119   .99 600    NA    NA  NA  3.14   .00    .59  -3.73  -3.14    .59  -3.73  -3.14
K03      2004 20030925 20040426 20040928 558797 452726 1301  2.03 499    NA    NA  NA  1.48   .04   1.01  -2.49  -1.48    .96  -2.45  -1.49
K04      2004 20030925 20040426 20040928 562161 450894 1491  3.81 479    NA   .64 600    NA   .09   1.82  -1.44    .38   1.66  -1.35    .31
K05      2004 20030925 20040426 20040928 567577 451423 1681  3.85 450    NA  2.23 600    NA   .14   1.73   -.40   1.34   1.52   -.26   1.27
K06      2004 20030926 20040609 20040928 570618 460606 1966  4.67 497    NA  3.70 600    NA   .12   2.32   -.10   2.22   2.03    .01   2.04
K07      2004 20030925 20040426 20040928 562499 443248 1540  4.93 465    NA  2.64 600    NA   .11   2.29   -.71   1.58   2.10   -.60   1.50
L1-1     2004 20030927 20040610 20040927 585725 435678 1501    NA  NA    NA    NA  NA    NA   .19     NA  -1.21     NA     NA  -1.02     NA
L1-2     2004 20030927 20040610 20040927 585968 435934 1521    NA  NA    NA    NA  NA    NA   .17     NA  -1.25     NA     NA  -1.07     NA
L1-3     2004 20030927 20040610 20040927 586157 436089 1529    NA  NA    NA    NA  NA    NA   .19     NA  -1.06     NA     NA   -.87     NA
L1-4     2004 20030927 20040610 20040927 586205 436524 1541    NA  NA    NA    NA  NA    NA   .19     NA  -1.25     NA     NA  -1.06     NA
L1-5     2004 20030927 20040610 20040927 586413 436902 1554    NA  NA    NA    NA  NA    NA   .19     NA  -1.08     NA     NA   -.89     NA
Se01     2004 20030925 20040608 20040927 569246 440907 1579    NA  NA    NA    NA  NA    NA   .17     NA   -.97     NA     NA   -.80     NA
Se02     2004 20030925 20040608 20040927 569965 441872 1598    NA  NA    NA    NA  NA    NA   .16     NA   -.96     NA     NA   -.80     NA
Se03     2004 20030925 20040608 20040927 570578 442701 1616    NA  NA    NA    NA  NA    NA   .15     NA   -.85     NA     NA   -.69     NA
Se04     2004 20030925 20040608 20040927 570878 443122 1601    NA  NA    NA    NA  NA    NA   .15     NA   -.93     NA     NA   -.78     NA
Se05     2004 20030925 20040608 20040927 572058 444706 1626    NA  NA    NA    NA  NA    NA   .16     NA   -.95     NA     NA   -.79     NA
Se06     2004 20030925 20040608 20040927 572488 445353 1654    NA  NA    NA    NA  NA    NA   .17     NA   -.86     NA     NA   -.69     NA
Se07     2004 20030925 20040608 20040927 573139 446203 1680    NA  NA    NA    NA  NA    NA   .17     NA   -.85     NA     NA   -.68     NA
Se08     2004 20030925 20040608 20040927 571156 444728 1621    NA  NA    NA    NA  NA    NA   .16     NA   -.61     NA     NA   -.45     NA
Se09     2004 20030925 20040608 20040927 570399 443562 1619    NA  NA    NA    NA  NA    NA   .17     NA   -.94     NA     NA   -.77     NA
Se10     2004 20030925 20040608 20040927 572115 442585 1623    NA  NA    NA    NA  NA    NA   .17     NA   -.87     NA     NA   -.70     NA
Se11     2004 20030925 20040608 20040927 572651 444058 1620    NA  NA    NA    NA  NA    NA   .16     NA   -.96     NA     NA   -.80     NA
Sv01     2004 20030925 20040608 20040927 565403 443041 1543    NA  NA    NA    NA  NA    NA   .14     NA   -.88     NA     NA   -.74     NA
Sv02     2004 20030925 20040608 20040927 565750 443506 1543    NA  NA    NA    NA  NA    NA   .14     NA  -1.04     NA     NA   -.90     NA
Sv04     2004 20030925 20040608 20040927 567094 445369 1584    NA  NA    NA    NA  NA    NA   .14     NA  -1.10     NA     NA   -.96     NA
Sv05     2004 20030925 20040608 20040927 567483 445902 1616    NA  NA    NA    NA  NA    NA   .24     NA   -.96     NA     NA   -.72     NA
Sv06     2004 20030925 20040608 20040927 567884 446442 1637    NA  NA    NA    NA  NA    NA   .16     NA   -.85     NA     NA   -.69     NA
Sv07     2004 20030925 20040608 20040927 565784 444611 1559    NA  NA    NA    NA  NA    NA   .16     NA  -1.24     NA     NA  -1.09     NA
Sv08     2004 20030925 20040608 20040927 566292 445408 1579    NA  NA    NA    NA  NA    NA   .14     NA  -1.15     NA     NA  -1.01     NA
Sv10     2004 20030925 20040608 20040927 567087 443899 1569    NA  NA    NA    NA  NA    NA   .17     NA  -1.08     NA     NA   -.91     NA
T01      2004 20031122 20040423 20041017 540665 425814  714    NA  NA   .04    NA  NA  7.92   .00   -.04  -7.92  -7.96   -.06  -7.92  -7.98
T02      2004 20031122 20040423 20041017 544527 425039  939   .58 494    NA    NA  NA  4.56   .00    .29  -4.85  -4.56    .13  -4.85  -4.72
T03      2004 20030926 20040423 20041028 549448 426472 1088  1.78 516    NA    NA  NA  2.99   .00    .92  -3.91  -2.99    .92  -3.91  -2.99
T04      2004 20030925 20040423 20040928 555164 428704 1228  3.09 511    NA    NA  NA   .67   .07   1.58  -2.24   -.67   1.51  -2.17   -.66
T05      2004 20030925 20040423 20040928 562123 430686 1341  3.64 509    NA   .88 600    NA   .10   1.85  -1.33    .53   1.70  -1.23    .48
T06      2004 20030925 20040423 20040928 567036 434376 1452  3.92 459    NA  1.58 600    NA   .12   1.80   -.85    .95   1.62   -.74    .89
T07      2004 20030925 20040426 20040928 571457 436454 1567  4.50 445    NA  2.20 600    NA   .14   2.00   -.68   1.32   1.79   -.54   1.25
T08      2004 20030925 20040426 20040928 574002 438275 1639  4.12 429    NA  1.89 600    NA   .11   1.77   -.63   1.14   1.50   -.52    .98
