Time,f,HS_mod,HS_nor,HS_obs,HS,lw_out,d,sw_in,lw_in,t,t2,sw_out,rh,ps,Ts,Albedo_acc,TotalPrecipmweq,Snowfallmweq,Rainfallmweq,R_median_filter_albe_GFD
01-Jan-2014 00:00:00,12.9521521069728,NaN,NaN,NaN,NaN,282.959676344981,NaN,0,294.100100568664,-4.63862945689999,NaN,0,99.0541504207969,852.666854884581,NaN,0.758633213849192,0,0,0,0.758633213849192
01-Jan-2014 01:00:00,12.1502686617139,NaN,NaN,NaN,NaN,283.126815884808,NaN,0,294.284536045883,-4.59893716073299,NaN,0,99.0666184507687,852.397189977711,NaN,0.758538966529006,0.000101108869304994,3.05544346530269e-05,7.05544346519673e-05,0.758538966529006
01-Jan-2014 02:00:00,11.7082544260788,NaN,NaN,NaN,NaN,282.791679019471,NaN,0,293.883058499731,-4.67869042991396,NaN,0,99.07187172582,852.129848723397,NaN,0.758444719208821,0.000150554434653031,4.96922961669952e-05,0.000100862138486036,0.758444719208821
01-Jan-2014 03:00:00,15.2347429146995,NaN,NaN,NaN,NaN,282.182257242418,NaN,0,293.2746176394,-4.82333184119398,NaN,0,98.9926143158448,850.97629098532,NaN,0.758350471888636,0.00019080116547093,6.2525442443075e-05,0.000128275723027855,0.758350471888636
01-Jan-2014 04:00:00,15.0717817830866,NaN,NaN,NaN,NaN,283.153250178772,NaN,0,294.049996404375,-4.59388627584696,NaN,0,99.0291726663501,850.835868108661,NaN,0.758256224568451,0.000254496450234001,9.27721732620057e-05,0.000161724276971995,0.758256224568451
01-Jan-2014 05:00:00,14.7976213556234,NaN,NaN,NaN,NaN,282.413278957685,NaN,0,293.776013592036,-4.76721288376098,NaN,0,99.1708523922689,850.589211552057,NaN,0.758161977248266,0.000262217738610048,0.000123942015580951,0.000138275723029096,0.758161977248266
01-Jan-2014 06:00:00,14.5535186408748,NaN,NaN,NaN,NaN,282.82058382733,NaN,0,294.146440847381,-4.67074542573698,NaN,0,99.1861978433233,850.450505153561,NaN,0.758067729928081,0.000253326607915028,0.000152772173262974,0.000100554434652054,0.758067729928081
01-Jan-2014 07:00:00,16.0479507352694,NaN,NaN,NaN,NaN,282.455571769488,NaN,0,293.624597018897,-4.758075022247,NaN,0,99.1177802479774,849.892480286317,NaN,0.757973482607896,0.000400554434652008,0.000291971007790039,0.000108583426861969,0.757973482607896
01-Jan-2014 08:00:00,14.4875379590624,NaN,NaN,NaN,NaN,283.002443050541,NaN,0,294.091417766546,-4.62873122667196,NaN,0,99.1548338186612,849.700739988231,NaN,0.757879235287711,0.000809529553380912,0.000634888142099953,0.000174641411280959,0.757879235287711
01-Jan-2014 09:00:00,13.9011985602595,NaN,NaN,NaN,NaN,281.590022579087,NaN,0,292.526489271935,-4.96485018410499,NaN,0,99.1558714162896,849.677402302878,NaN,0.757784987967525,0.001071253830351,0.000900946126518988,0.000170307703832009,0.757784987967525
